"","spacing","L","time.m","time.nm","N","N.nm","Likelihood.m","Likelihood.nm"
"1",0.2,10,1.60853508313497,0.58114716609319,20.9287817691223,22.9040400594435,127.354773071525,147.713934957672
"2",0.2,50,4.97143590052923,2.06776079734166,20.1539843711413,22.9040400594435,130.490000033404,147.713934957672
"3",0.2,100,7.97965136766434,4.26063513358434,20.1397760216389,22.9040400594435,130.758595002054,147.713934957672
"4",0.2,200,18.9734551827113,8.58905249834061,20.1440173529917,22.9040400594435,130.830366601584,147.713934957672
"5",0.5,10,0.270598379770915,0.170656283696493,16.4192851929056,21.0406515961134,128.248828234013,149.151563394749
"6",0.5,50,0.78742104768753,0.577294015884399,16.0749682807561,21.0406515961134,131.148560281171,149.151563394749
"7",0.5,100,1.79291846752167,1.081099152565,16.0348364720961,21.0406515961134,131.41613635636,149.151563394749
"8",0.5,200,3.49568519989649,2.31744338274002,16.0260269211218,21.0406515961134,131.495821614115,149.151563394749
"9",1,10,0.107167299588521,0.0334982991218567,14.1457400010092,19.1688629131539,134.805416021494,150.42168641821
"10",1,50,0.303255784511566,0.114620153109233,13.9445603880802,19.1688629131539,135.984496207429,150.42168641821
"11",1,100,0.575232132275899,0.215455349286397,11.4678532151325,19.1688629131539,137.299139013357,150.42168641821
"12",1,200,1.17355906565984,0.405954798062642,11.4602063486092,19.1688629131539,137.328026170578,150.42168641821
"13",NA,NA,NA,NA,NA,NA,NA,NA
"14",NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,NA,NA,NA,NA,NA,NA,NA
"16",NA,NA,NA,NA,NA,NA,NA,NA
