"","h0","sigma","beta","SE.h0","SE.sigma","SE.beta","N","SE.N","h0.nomem","sigma.nomem","SE.h0.nomem","SE.sigma.nomem","N.nomem","SE.N.nomem","n","true.tau","time.memory","time.no.memory"
"58",0.201029701123557,-1.34141920781374,3.53272968834465,0.125321329444144,0.101690052263031,0.252982857105557,12.3721147368278,2.65284563927329,-0.0439015666956925,-1.2892475283474,0.136482859204582,0.108211447830501,12.4146197251391,2.67458369752837,8,5,96.8608191013336,55.0587902069092
"59",0.87898168743149,-1.53136352311864,2.96120149489981,0.120781204953769,0.0702818914401062,0.161271951611104,23.6877754209085,3.75616621097992,0.532304767488948,-1.43120182333705,0.141237357740255,0.0801982187707259,23.3711689282284,3.67527230371605,15,5,1490.52194499969,26.8259041309357
"60",1.12903519404948,-1.56725959587963,2.82287859135363,0.2046167981587,0.104539664214896,0.189257916543454,17.2495371571639,3.18983959391323,-0.0597335291141994,-1.46260085129929,0.129134480813841,0.0940483768801142,18.6778201594969,3.68565502910902,11,5,59.313257932663,17.1639180183411
"61",1.2103914946656,-1.68959195382727,2.29740679198675,0.208501268091771,0.0977356231522469,0.147043607602982,21.4988120916146,3.81439281746059,-0.248133949097241,-1.19559507657308,0.186231720442921,0.107603638472018,19.7497177087008,3.30604256647099,13,10,52.8320009708405,17.6286990642548
"62",2.43374875196192,-1.26067317488244,2.50808245175898,0.152694909355036,0.0462488430345792,0.108291793131297,18.1017098507519,1.94850535490014,-0.161897496045624,-1.21279804036151,0.100894164436086,0.0913414741270187,22.7318899209299,3.54912566349882,15,10,86.2041959762573,25.3604490756989
"63",2.6774439949213,-1.39835596712499,2.53269718795945,0.219506923732538,0.0614633260113372,0.125544466807734,18.9615082319291,2.26119178813597,-0.308020677211871,-1.17009538050213,0.156811252258113,0.157870677796306,22.6743337202018,3.89823630965843,15,10,67.7045660018921,31.7504999637604
"64",2.86828898317415,-1.30993061708636,2.51216701196448,0.195190106069005,0.0487740196754447,0.140996789084288,16.7613901284524,1.83127310488509,-0.080483457189709,-1.19390186160175,0.215691815760802,0.106885013310964,20.7997358492715,3.35543194904094,14,10,60.2978930473328,22.5025899410248
"65",1.54964786011463,-1.39027598660903,2.39500445261251,0.128267955990792,0.056816381673268,0.116483277455624,16.5647217732572,2.53114548364085,-0.174509101339826,-1.26760667317509,0.0967779971219849,0.0908454956442822,18.7276019944861,3.3296154818953,12,10,75.6532249450684,21.9307918548584
"66",2.15632388735425,-1.42520722906429,2.29159362272371,0.13309107328942,0.0517779726100602,0.0980428331609024,18.6697064442675,2.51762725937241,-0.206848827045811,-1.29025733415068,0.0888281293490123,0.0907405090166616,22.1948143823428,3.72401780170036,14,10,90.3747880458832,32.6799750328064
"67",0.949873739793411,-1.53646512258233,2.32534085174385,0.162926377307762,0.0822846557966808,0.163968188688197,22.0060269712086,3.61258668453799,-0.0319486351962033,-1.41900201761295,0.151214792118863,0.0993522391180442,23.168426444266,3.99733642212668,14,10,50.6861929893494,17.6470041275024
"68",1.28737338881182,-1.37006293061024,2.38608643645525,0.146009221170932,0.0621352442648003,0.110622134759736,18.1985465830167,2.72215657153516,-0.390659922998734,-1.17115512746488,0.115935588822183,0.0819261239454759,19.8811061223173,3.3128409070076,13,10,91.064376115799,25.7815420627594
"69",1.97359906342736,-1.43366754993522,2.31351663304389,0.13734052503003,0.0518632015860457,0.0995273083239417,17.6748810184943,2.53948273329278,0.105878529180427,-1.37394672357062,0.0945363005978296,0.0702424240319666,20.6717249612538,3.54555741186441,13,10,87.1203601360321,22.7974579334259
"70",0.723188966387791,-1.49978093323315,2.91675855167136,0.105842206824508,0.0741551378230271,0.126418800023445,20.5373120699411,3.50327574537783,-0.184398103346158,-1.12655019962082,0.132182252821726,0.0909713277788704,18.9179910601502,3.01849135709833,13,10,76.0941178798676,21.3227128982544
"71",1.02881464667339,-1.35070698600296,2.19888886692387,0.0871233699431408,0.0524995311376691,0.0856384710536786,22.7418269788943,3.13189112517764,0.0425078538340133,-1.2809229302506,0.0900106014235924,0.0608536947575292,24.4621485182389,3.64959028192576,16,10,94.4194259643555,32.4718861579895
"72",1.75928953280366,-1.50515340918187,2.62943124860796,0.148172631235573,0.0591084523538571,0.103732824488029,22.9609078464792,3.19023542497896,-0.0705869523255355,-1.4050235855137,0.109290919394693,0.0959625986429186,26.420147169431,4.28760493555202,16,10,1.68491047720114,1.1541436694728
"73",2.80734690434257,-1.3704078854301,2.64097438206676,0.196515670183287,0.0506618019812673,0.137111373252367,18.5391108602059,2.10543412162528,-0.0855316956927409,-1.23947245281361,0.100836986725513,0.101663573833803,22.8179129836256,3.60716505757919,15,10,1983.5482571125,31.6035969257355
"74",0.658420353391701,-1.72622795158946,2.84582512370267,0.135030214983023,0.0793497159590131,0.188877446243607,17.8225453617742,3.78371539314137,0.183308083457605,-1.57142363758174,0.108643270302677,0.090044006270583,17.4094617292063,3.6558472247918,10,10,61.0740790367126,22.1267609596252
"75",0.332153435160632,-1.48066855591056,3.18792973306027,0.107236098730178,0.088950202241703,0.205416840886303,21.239353257676,3.76391349090876,-0.115981418606747,-1.33824753211787,0.122249380839489,0.0999432200163672,20.870978982588,3.66586639302994,13,10,49.6544408798218,19.3014459609985
"76",1.78214079366575,-1.0848792753562,2.4107974748228,0.114670197777218,0.0453489692699833,0.103469737440269,18.7610946560559,1.81553965631651,-0.199019009078619,-1.24258638651576,0.0829739720695406,0.0866421430153741,24.7338239810138,3.7919524727859,16,10,98.8223879337311,30.1426520347595
"77",2.03265635224022,-1.355721615885,2.24217913305599,0.152823412006232,0.058852441605513,0.132329891815568,13.0162631806478,1.99795106484427,0.613446767704956,-1.29233062141488,0.138143069621377,0.0853022086797797,14.4063945801946,2.56264444884215,10,10,51.5130000114441,18.2966289520264
"78",2.31766690393791,-0.935647488928299,2.18126729866806,0.163080133096013,0.0467638381591429,0.120810659818998,16.1358145048279,1.11294381746042,0.428929870942688,-1.00544432991963,0.161143744634514,0.0910400335312452,19.1545571092594,2.37820907610932,15,10,89.5135469436646,23.1509869098663
"79",2.58187667913119,-1.41821787395129,2.54656910754107,0.251465219573322,0.077231958190181,0.147814063518376,11.5683354281503,1.83648110673274,0.194337835078935,-1.34725356618708,0.180459938884969,0.110566948206313,13.9706784218425,2.83770526280351,9,10,57.3364589214325,108.347943067551
"80",2.27787687415427,-0.759008001413281,2.35520056458566,0.187257341246314,0.057187231226185,0.156567263315049,9.34312630088895,0.600365781521815,0.515622555775642,-0.685591500734494,0.192005202792714,0.0939877922960273,10.004042509262,1.08091968194917,9,10,2.02985311501556,1.01588479306963
"81",2.7674676380106,-2.3764809935709,1.54770678546414,0.13780906031039,0.0545659074910831,0.103691003487906,20.3563131796355,4.61053754717222,-0.49230320020274,-1.32379795083783,0.182582857735188,0.136056464141966,16.7691469789299,3.48934420669385,10,50,11743.7591898441,2034.31278395653
"82",2.49428468910932,-1.93682458571259,1.52927249356707,0.0929486933051011,0.0401656232978864,0.0638943044712549,21.7640869773439,3.84451122771854,-0.571926993850381,-1.14272091214192,0.107823041185375,0.0943243660390342,20.0970600654352,3.4080708208324,13,50,5.41269723084238,1.0691561271747
"83",3.57146713643851,-2.53205679204349,2.38333645248156,0.223104432327752,0.0560363058183093,0.171223369380038,20.7596663109652,4.74053531320586,-0.737879725609368,-1.42202283122347,0.2581187688306,0.333909627978199,18.3018735801072,5.1617674773506,10,50,5601.59177398682,1076.2302980423
"84",3.00807237611361,-1.39027926517749,1.99336671029651,0.137108595990844,0.0360130054583826,0.111437700916324,13.5335058670084,1.77349423007202,-0.701758204464893,-1.25908059091901,0.12530680431537,0.12077417604926,18.3992550964381,3.6540962293447,11,50,1040.96640896797,20.4693491458893
"85",3.12429440011705,-2.44150211782761,1.73200694817351,0.112724284972384,0.0398596716648691,0.0812735477423276,24.5702613195096,5.0868147419488,-0.387853818640818,-1.40640133845803,0.11938969106773,0.0907352894313872,20.6871897501555,3.9522876529227,12,50,70.6460978984833,21.751060962677
"86",3.28769610343,-1.55762321187995,2.40921259915119,0.13755683440362,0.0330766672594104,0.097645850418517,19.626979969158,2.46940218256549,-0.840903309826804,-1.1861494159641,0.126088970597626,0.137495615494466,24.6852436597469,4.29240622522577,15,50,80.0348119735718,22.5740129947662
"87",3.21370902046571,-1.52069423758238,1.82441966178923,0.138984853465462,0.0466586541303416,0.116477222748042,12.9138156557136,1.95573605371497,0.36557227914877,-0.882173221584408,0.306835326728118,0.131311268768083,12.1550050139421,1.67176882207454,10,50,62.0393788814545,15.1275930404663
"88",2.98445733578667,-2.16934201404952,1.8007209531017,0.168267588435513,0.0489072549534275,0.113668682095674,18.0983578681093,3.83948555762885,-0.686726883257613,-1.50094953899633,0.211377004881686,0.148310051642131,18.9175524284271,4.2886300089155,10,50,67.0771548748016,13.5991861820221
"89",3.42807978485085,-1.64681286875235,2.32854488304641,0.128581653627043,0.0326307297019443,0.100510760560457,17.6162952270324,2.50996370973932,-0.715116323384515,-1.24348982322941,0.119427647515839,0.117612952579591,21.6139783398167,3.95428557218136,13,50,78.507786989212,26.2204179763794
"90",2.92335551442673,-2.21811504084797,1.7974287675336,0.1426033230005,0.0478407292018068,0.100784156917534,16.7474148489287,3.80733012598956,-0.311556986987308,-1.29269673872753,0.162069859209666,0.127657035218576,14.4859658213266,3.06309259223887,9,50,58.8771839141846,14.5018749237061
